uniprot_acc	mlo	rol	db
P62136	Postsynaptic density	client	drllps
Q3B820	Centrosome/Spindle pole body	client	drllps
P55060	Nucleolus	client	drllps
P55060	Stress granule	client	drllps
P55060	Postsynaptic density	client	drllps
Q9BQS7	Nucleolus	client	drllps
P31327	Nucleolus	client	drllps
Q99878	Nucleolus	client	drllps
Q86WX3	Nucleolus	client	drllps
Q92997	P-body	client	drllps
Q92997	Stress granule	client	drllps
P11142	Nucleolus	client	drllps
P11142	Centrosome/Spindle pole body	client	drllps
P11142	Stress granule	client	drllps
P11142	Postsynaptic density	client	drllps
P02545	Nucleolus	client	drllps
P02545	Stress granule	client	drllps
P02545	Others	client	drllps
P36873	Nucleolus	client	drllps
P36873	Centrosome/Spindle pole body	client	drllps
P36873	Postsynaptic density	client	drllps
P60520	Stress granule	client	drllps
P60520	Postsynaptic density	client	drllps
Q96CX2	Stress granule	client	drllps
Q96CX2	Postsynaptic density	client	drllps
P29728	Stress granule	client	drllps
Q9HC77	Centrosome/Spindle pole body	client	drllps
Q9Y592	Centrosome/Spindle pole body	client	drllps
Q5M9Q1	Others	client	drllps
Q96S59	Centrosome/Spindle pole body	client	drllps
Q9NP73	P-body	client	drllps
Q9NP73	Stress granule	client	drllps
Q92995	Nucleolus	client	drllps
P02647	P-body	client	drllps
P09497	Spindle apparatus	client	drllps
P09497	Postsynaptic density	client	drllps
O15111	Centrosome/Spindle pole body	client	drllps
P59910	Nucleolus	client	drllps
P22466	Others	client	drllps
P01100	Paraspeckle	client	drllps
O75420	Stress granule	client	drllps
Q02952	Stress granule	client	drllps
Q02952	Postsynaptic density	client	drllps
P49756	P-body	client	drllps
P49756	Stress granule	client	drllps
Q8TDX7	Centrosome/Spindle pole body	client	drllps
Q9Y4C8	Nucleolus	client	drllps
Q9Y4C8	P-body	client	drllps
Q96FK6	Nucleolus	client	drllps
Q92569	Centrosome/Spindle pole body	client	drllps
Q92552	Mitochondrial RNA granule	client	drllps
Q9UKA9	Others	client	drllps
O15160	Nucleolus	client	drllps
P24534	Nucleolus	client	drllps
P62266	Nucleolus	client	drllps
Q9H6R0	Nucleolus	client	drllps
Q9H6R0	Stress granule	client	drllps
Q9BVI4	Nucleolus	client	drllps
P23634	Nucleolus	client	drllps
P23634	Postsynaptic density	client	drllps
O95271	Centrosome/Spindle pole body	client	drllps
O95271	Stress granule	client	drllps
Q8WW22	Stress granule	client	drllps
Q9HC16	P-body	client	drllps
Q9HC16	Stress granule	client	drllps
Q96DH6	Stress granule	client	drllps
Q99700	P-body	client	drllps
Q99700	Stress granule	client	drllps
Q6PK04	Nucleolus	client	drllps
Q9BYG3	Nucleolus	client	drllps
Q9BYG3	P-body	client	drllps
P20073	Stress granule	client	drllps
P20073	Postsynaptic density	client	drllps
Q8N137	Centrosome/Spindle pole body	client	drllps
Q15436	Nucleolus	client	drllps
Q15436	Stress granule	client	drllps
Q15436	Postsynaptic density	client	drllps
Q9UKY7	Stress granule	client	drllps
Q8NHQ9	Nucleolus	client	drllps
Q9UIV1	P-body	client	drllps
Q9UIV1	Stress granule	client	drllps
P20248	Centrosome/Spindle pole body	client	drllps
P38919	Nucleolus	client	drllps
P38919	P-body	client	drllps
P38919	Stress granule	client	drllps
P32121	Centrosome/Spindle pole body	client	drllps
Q15397	Nucleolus	client	drllps
Q9H0A0	Nucleolus	client	drllps
Q9BRD0	Others	client	drllps
Q96BK5	Nucleolus	client	drllps
P50552	Stress granule	client	drllps
P13995	Nucleolus	client	drllps
Q9H6Z4	Stress granule	client	drllps
Q9H6Z4	Others	client	drllps
P36405	Centrosome/Spindle pole body	client	drllps
P61964	Others	client	drllps
Q9H9Q2	Centrosome/Spindle pole body	client	drllps
Q6NUQ1	Centrosome/Spindle pole body	client	drllps
Q14847	Stress granule	client	drllps
Q14847	Postsynaptic density	client	drllps
Q96P11	Nucleolus	client	drllps
Q9Y3M2	PML nuclear body	client	drllps
Q9Y3M2	Centrosome/Spindle pole body	client	drllps
Q9BY42	Nucleolus	client	drllps
Q00266	Nucleolus	client	drllps
P05141	Nucleolus	client	drllps
P05141	P-body	client	drllps
P05141	Postsynaptic density	client	drllps
Q8IYT2	PML nuclear body	client	drllps
P51812	Stress granule	client	drllps
O60216	Nucleolus	client	drllps
O60216	Stress granule	client	drllps
Q96IF1	Centrosome/Spindle pole body	client	drllps
P60709	Nucleolus	client	drllps
P60709	Postsynaptic density	client	drllps
Q8IYA8	Others	client	drllps
Q5HYI7	Nucleolus	client	drllps
O15392	Centrosome/Spindle pole body	client	drllps
Q96LB4	Nucleolus	client	drllps
Q71UI9	Nucleolus	client	drllps
Q71UI9	Stress granule	client	drllps
Q05823	Stress granule	client	drllps
P61968	Centrosome/Spindle pole body	client	drllps
Q16584	Centrosome/Spindle pole body	client	drllps
Q7L9L4	Centrosome/Spindle pole body	client	drllps
Q10567	Nucleolus	client	drllps
Q10567	Postsynaptic density	client	drllps
Q15172	Centrosome/Spindle pole body	client	drllps
Q8TB73	Nucleolus	client	drllps
P36507	Centrosome/Spindle pole body	client	drllps
P36507	Postsynaptic density	client	drllps
Q96RY5	Stress granule	client	drllps
Q08211	Nucleolus	client	drllps
Q08211	Paraspeckle	client	drllps
Q08211	Centrosome/Spindle pole body	client	drllps
Q08211	P-body	client	drllps
Q08211	Stress granule	client	drllps
Q9NR12	Nucleolus	client	drllps
Q9UHB6	Postsynaptic density	client	drllps
O60293	Nucleolus	client	drllps
Q09028	Nucleolus	client	drllps
Q09028	Stress granule	client	drllps
Q15027	Stress granule	client	drllps
Q8IWS0	Nucleolus	client	drllps
Q13185	Nucleolus	client	drllps
Q13185	Stress granule	client	drllps
P62937	Nucleolus	client	drllps
P62937	Postsynaptic density	client	drllps
Q9NRA0	Centrosome/Spindle pole body	client	drllps
P39019	Nucleolus	client	drllps
P39019	Stress granule	client	drllps
P39019	Postsynaptic density	client	drllps
P98194	Stress granule	client	drllps
Q8IUE6	Nucleolus	client	drllps
P62258	Nucleolus	client	drllps
P62258	Centrosome/Spindle pole body	client	drllps
P62258	Postsynaptic density	client	drllps
O00257	PcG body	client	drllps
O43159	Nucleolus	client	drllps
Q9UDW3	Others	client	drllps
Q8NDF8	Nucleolus	client	drllps
P05556	Stress granule	client	drllps
Q9Y277	Nucleolus	client	drllps
Q9Y277	Centrosome/Spindle pole body	client	drllps
Q9Y277	Postsynaptic density	client	drllps
Q16543	Stress granule	client	drllps
Q9BR77	Centrosome/Spindle pole body	client	drllps
Q9UQB9	Centrosome/Spindle pole body	client	drllps
Q09161	Nucleolus	client	drllps
Q09161	P-body	client	drllps
Q09161	Others	client	drllps
P13866	Nucleolus	client	drllps
Q12923	Centrosome/Spindle pole body	client	drllps
O14576	Centrosome/Spindle pole body	client	drllps
O14576	Postsynaptic density	client	drllps
P51955	Centrosome/Spindle pole body	client	drllps
Q9H4I0	Nucleolus	client	drllps
Q9P1F3	Stress granule	client	drllps
P50991	Nucleolus	client	drllps
P50991	Postsynaptic density	client	drllps
Q86V81	Nuclear speckle	client	drllps
Q86V81	Nucleolus	client	drllps
Q86V81	Stress granule	client	drllps
Q96K17	Nucleolus	client	drllps
P78345	Nucleolus	client	drllps
P00973	Stress granule	client	drllps
P18206	Centrosome/Spindle pole body	client	drllps
P18206	Postsynaptic density	client	drllps
O43175	Nucleolus	client	drllps
O43175	Postsynaptic density	client	drllps
Q9HCC0	Stress granule	client	drllps
Q9HCC0	Postsynaptic density	client	drllps
Q92574	Centrosome/Spindle pole body	client	drllps
Q92574	Stress granule	client	drllps
Q9NQ50	Others	client	drllps
O00629	Nucleolus	client	drllps
O00629	Stress granule	client	drllps
Q8WYQ9	P-body	client	drllps
Q8WYQ9	Stress granule	client	drllps
Q96HC4	Stress granule	client	drllps
Q4G0J3	Nucleolus	client	drllps
Q8IUH3	DNA damage foci	client	drllps
Q8IUH3	PML nuclear body	client	drllps
Q8IUH3	Stress granule	client	drllps
Q96SF2	Stress granule	client	drllps
Q9NVU7	Nucleolus	client	drllps
O14925	Nucleolus	client	drllps
Q92522	Nucleolus	client	drllps
Q92522	Stress granule	client	drllps
Q9H4B4	Centrosome/Spindle pole body	client	drllps
Q8NI51	Centrosome/Spindle pole body	client	drllps
O94916	Nuclear stress body	client	drllps
Q13308	Nucleolus	client	drllps
P53350	Centrosome/Spindle pole body	client	drllps
O14757	Centrosome/Spindle pole body	client	drllps
Q13263	Nucleolus	client	drllps
Q9UJT1	Centrosome/Spindle pole body	client	drllps
Q9Y6U3	Nucleolus	client	drllps
Q9Y6U3	Postsynaptic density	client	drllps
Q9NVR7	Centrosome/Spindle pole body	client	drllps
Q9ULV4	Stress granule	client	drllps
Q9ULV4	Postsynaptic density	client	drllps
Q8TEP8	Centrosome/Spindle pole body	client	drllps
Q8TEP8	P-body	client	drllps
Q8TEP8	Stress granule	client	drllps
Q6P087	Mitochondrial RNA granule	client	drllps
Q8IXT5	Stress granule	client	drllps
Q9NX05	P-body	client	drllps
Q9NX05	Stress granule	client	drllps
Q9Y2T1	Centrosome/Spindle pole body	client	drllps
Q99569	Centrosome/Spindle pole body	client	drllps
Q99569	Postsynaptic density	client	drllps
Q9UNX3	Nucleolus	client	drllps
Q9BUJ2	Stress granule	client	drllps
Q06830	Nucleolus	client	drllps
Q06830	Stress granule	client	drllps
Q06830	Postsynaptic density	client	drllps
P47929	P-body	client	drllps
Q96QZ7	Stress granule	client	drllps
Q15742	Others	client	drllps
Q5PRF9	Stress granule	client	drllps
O95786	Stress granule	client	drllps
P27815	Others	client	drllps
Q96HS1	Stress granule	client	drllps
O94967	Stress granule	client	drllps
Q16559	Nucleolus	client	drllps
Q16629	Nuclear speckle	client	drllps
Q16629	Nuclear stress body	client	drllps
Q16629	Nucleolus	client	drllps
Q16629	Stress granule	client	drllps
Q9BXL8	Centrosome/Spindle pole body	client	drllps
Q9BPY8	Stress granule	client	drllps
P27816	Centrosome/Spindle pole body	client	drllps
P27816	Stress granule	client	drllps
P27816	Postsynaptic density	client	drllps
P31947	Stress granule	client	drllps
P31947	Postsynaptic density	client	drllps
Q13835	Stress granule	client	drllps
Q9UNZ2	Stress granule	client	drllps
Q9UNZ2	Postsynaptic density	client	drllps
Q13503	Nucleolus	client	drllps
Q9UH99	Stress granule	client	drllps
Q92901	Stress granule	client	drllps
Q8WXU2	Centrosome/Spindle pole body	client	drllps
P49840	Centrosome/Spindle pole body	client	drllps
Q9NTZ6	Stress granule	client	drllps
Q9UHD8	Centrosome/Spindle pole body	client	drllps
Q9UHD8	Postsynaptic density	client	drllps
A9QM74	Stress granule	client	drllps
P43358	Stress granule	client	drllps
Q96JE9	Centrosome/Spindle pole body	client	drllps
Q96JE9	Postsynaptic density	client	drllps
Q07869	Centrosome/Spindle pole body	client	drllps
Q96T21	P-body	client	drllps
Q96T21	Stress granule	client	drllps
Q8NEF9	Nucleolus	client	drllps
O75390	Nucleolus	client	drllps
O75390	Postsynaptic density	client	drllps
P53985	Centrosome/Spindle pole body	client	drllps
Q02978	Nucleolus	client	drllps
Q02978	Postsynaptic density	client	drllps
Q96Q15	Stress granule	client	drllps
Q6P158	P-body	client	drllps
Q6P158	Stress granule	client	drllps
Q8TD31	Centrosome/Spindle pole body	client	drllps
Q8TD31	P-body	client	drllps
Q9NR30	Nucleolus	client	drllps
Q9NR30	P-body	client	drllps
Q9NR30	Stress granule	client	drllps
P15056	Centrosome/Spindle pole body	client	drllps
Q9UBP0	Centrosome/Spindle pole body	client	drllps
P17480	Cajal body	client	drllps
P17480	Nucleolus	client	drllps
Q03518	Nuclear speckle	client	drllps
Q9BRJ6	Nucleolus	client	drllps
O75449	Centrosome/Spindle pole body	client	drllps
Q96IT1	Others	client	drllps
P50213	Nucleolus	client	drllps
P50213	Postsynaptic density	client	drllps
Q9BUL9	Nucleolus	client	drllps
Q13439	Centrosome/Spindle pole body	client	drllps
Q15907	Nucleolus	client	drllps
Q15907	Postsynaptic density	client	drllps
Q9H694	P-body	client	drllps
Q9H694	Stress granule	client	drllps
Q9BYK8	Stress granule	client	drllps
Q96K30	Centrosome/Spindle pole body	client	drllps
O94805	Nucleolus	client	drllps
Q15652	Nucleolus	client	drllps
P26232	Stress granule	client	drllps
P26232	Postsynaptic density	client	drllps
Q15797	Centrosome/Spindle pole body	client	drllps
Q3V6T2	Centrosome/Spindle pole body	client	drllps
Q5TC82	P-body	client	drllps
Q5TC82	Stress granule	client	drllps
O15195	Nucleolus	client	drllps
Q9NVA2	Nucleolus	client	drllps
Q9NVA2	Postsynaptic density	client	drllps
Q674X7	PML nuclear body	client	drllps
Q96L34	Centrosome/Spindle pole body	client	drllps
O75154	Centrosome/Spindle pole body	client	drllps
Q96RE7	PML nuclear body	client	drllps
Q14296	Stress granule	client	drllps
Q14296	Mitochondrial RNA granule	client	drllps
Q5VU65	Nucleolus	client	drllps
O60504	Stress granule	client	drllps
P46109	Stress granule	client	drllps
P46109	Postsynaptic density	client	drllps
O43390	Nucleolus	client	drllps
O43390	P-body	client	drllps
O43390	Stress granule	client	drllps
Q96QA5	P-body	client	drllps
P48634	P-body	client	drllps
P48634	Stress granule	client	drllps
P68032	Stress granule	client	drllps
Q969M1	Nucleolus	client	drllps
Q969M1	Postsynaptic density	client	drllps
P68366	Nucleolus	client	drllps
P68366	Centrosome/Spindle pole body	client	drllps
P68366	Stress granule	client	drllps
P68366	Postsynaptic density	client	drllps
O95059	Nucleolus	client	drllps
Q9HCJ0	P-body	client	drllps
Q9HCJ0	Stress granule	client	drllps
P53675	Nucleolus	client	drllps
Q155Q3	Centrosome/Spindle pole body	client	drllps
Q5SW79	Centrosome/Spindle pole body	client	drllps
Q9HAU5	Stress granule	client	drllps
Q5EBL4	Centrosome/Spindle pole body	client	drllps
Q5VT06	Centrosome/Spindle pole body	client	drllps
P61163	Centrosome/Spindle pole body	client	drllps
P61163	Postsynaptic density	client	drllps
P53779	Centrosome/Spindle pole body	client	drllps
Q13610	Nucleolus	client	drllps
Q13610	Stress granule	client	drllps
P06753	Stress granule	client	drllps
P06753	Postsynaptic density	client	drllps
P49916	Nucleolus	client	drllps
P49916	Centrosome/Spindle pole body	client	drllps
Q5SNT2	Spindle apparatus	client	drllps
Q96C57	Nucleolus	client	drllps
Q15287	Nuclear speckle	client	drllps
Q13177	Centrosome/Spindle pole body	client	drllps
O75525	Nucleolus	client	drllps
O75525	Sam68 nuclear body	client	drllps
O75525	Stress granule	client	drllps
Q9NW75	Nucleolus	client	drllps
Q8TD17	PML nuclear body	client	drllps
Q9C099	Centrosome/Spindle pole body	client	drllps
Q6STE5	Nucleolus	client	drllps
Q9HAU8	Nucleolus	client	drllps
P18848	Others	client	drllps
Q96E29	Mitochondrial RNA granule	client	drllps
Q96IZ0	Stress granule	client	drllps
P23368	Mitochondrial RNA granule	client	drllps
P25311	P-body	client	drllps
Q50LG9	Nucleolus	client	drllps
Q9H9A5	P-body	client	drllps
Q9H9A5	Stress granule	client	drllps
Q9BUT9	P-body	client	drllps
Q9BUT9	Stress granule	client	drllps
A6NFN3	Stress granule	client	drllps
Q9BQ04	Nucleolus	client	drllps
Q9BQ04	Paraspeckle	client	drllps
Q9BQ04	Stress granule	client	drllps
Q06418	Nucleolus	client	drllps
Q99439	Stress granule	client	drllps
O60518	Nucleolus	client	drllps
O95714	Centrosome/Spindle pole body	client	drllps
Q6XPS3	Nucleolus	client	drllps
Q9P299	Nucleolus	client	drllps
O60739	Stress granule	client	drllps
P42330	Nucleolus	client	drllps
Q8IUX4	P-body	client	drllps
P07205	Nucleolus	client	drllps
Q96J87	Stress granule	client	drllps
Q07666	Nucleolus	client	drllps
Q07666	Sam68 nuclear body	client	drllps
Q07666	Stress granule	client	drllps
Q96JY0	Stress granule	client	drllps
Q5W0B1	P-body	client	drllps
Q5W0B1	Stress granule	client	drllps
Q6MZQ0	P-body	client	drllps
Q6MZQ0	Stress granule	client	drllps
Q9BWF3	Nucleolus	client	drllps
Q9BWF3	Paraspeckle	client	drllps
Q9BWF3	Stress granule	client	drllps
Q86SG6	Centrosome/Spindle pole body	client	drllps
Q8N3I7	Centrosome/Spindle pole body	client	drllps
Q08379	Stress granule	client	drllps
O00139	Centrosome/Spindle pole body	client	drllps
O00139	Postsynaptic density	client	drllps
Q8N0T1	Nucleolus	client	drllps
Q14966	Nucleolus	client	drllps
Q14966	Stress granule	client	drllps
Q9Y2I2	Nucleolus	client	drllps
P11362	Nuclear speckle	client	drllps
P11362	Nucleolus	client	drllps
P11362	Centrosome/Spindle pole body	client	drllps
Q9UK58	Nuclear speckle	client	drllps
Q13087	Nucleolus	client	drllps
Q6Y7W6	P-body	client	drllps
Q6Y7W6	Stress granule	client	drllps
Q9Y6K5	Stress granule	client	drllps
P04083	Stress granule	client	drllps
P04083	Postsynaptic density	client	drllps
Q96MT8	Centrosome/Spindle pole body	client	drllps
Q12959	Postsynaptic density	client	drllps
Q16633	Others	client	drllps
A6NKF1	Centrosome/Spindle pole body	client	drllps
P30154	Stress granule	client	drllps
Q02539	Nucleolus	client	drllps
Q9BZL6	Centrosome/Spindle pole body	client	drllps
Q15004	Centrosome/Spindle pole body	client	drllps
Q15004	Stress granule	client	drllps
Q9Y2H1	Centrosome/Spindle pole body	client	drllps
Q9Y2H1	Postsynaptic density	client	drllps
P06396	Nucleolus	client	drllps
P06396	Postsynaptic density	client	drllps
Q96BT1	Nucleolus	client	drllps
Q9H501	Nucleolus	client	drllps
Q8TC92	Paraspeckle	client	drllps
A0AV96	P-body	client	drllps
A0AV96	Stress granule	client	drllps
Q8TAM2	Centrosome/Spindle pole body	client	drllps
Q9UBW7	PML nuclear body	client	drllps
A0A087X0T9	PML nuclear body	client	drllps
Q6NW34	Nucleolus	client	drllps
Q9NRH3	Nucleolus	client	drllps
Q9NRH3	Postsynaptic density	client	drllps
Q86U38	Nucleolus	client	drllps
Q12798	Centrosome/Spindle pole body	client	drllps
Q9BZ67	Nuclear speckle	client	drllps
Q5JQF8	Stress granule	client	drllps
O96011	Stress granule	client	drllps
O96011	Postsynaptic density	client	drllps
P13498	Paraspeckle	client	drllps
P30101	Nucleolus	client	drllps
P30101	Stress granule	client	drllps
P30101	Postsynaptic density	client	drllps
P54257	Centrosome/Spindle pole body	client	drllps
Q8TEX9	Nucleolus	client	drllps
P56182	Nucleolus	client	drllps
Q9NRC1	P-body	client	drllps
Q9NRC1	Stress granule	client	drllps
Q8NE35	Stress granule	client	drllps
Q12873	Nucleolus	client	drllps
Q99689	Centrosome/Spindle pole body	client	drllps
P51116	P-body	client	drllps
P51116	Stress granule	client	drllps
P51116	Postsynaptic density	client	drllps
O75116	Centrosome/Spindle pole body	client	drllps
O75116	Postsynaptic density	client	drllps
Q9BVA1	Nucleolus	client	drllps
Q9BVA1	Postsynaptic density	client	drllps
P17028	Paraspeckle	client	drllps
Q99496	PcG body	client	drllps
P84022	Nuclear speckle	client	drllps
Q9Y230	Cajal body	client	drllps
Q9Y230	Nucleolus	client	drllps
Q9Y230	Centrosome/Spindle pole body	client	drllps
P32456	Stress granule	client	drllps
Q659C4	P-body	client	drllps
Q659C4	Stress granule	client	drllps
O75822	Stress granule	client	drllps
Q9UPS8	Centrosome/Spindle pole body	client	drllps
P09104	Nucleolus	client	drllps
P09104	Centrosome/Spindle pole body	client	drllps
P09104	Postsynaptic density	client	drllps
Q6P1Q9	Stress granule	client	drllps
Q5HYJ3	Nuclear speckle	client	drllps
Q9Y696	Nucleolus	client	drllps
Q9Y696	Centrosome/Spindle pole body	client	drllps
Q9Y696	Stress granule	client	drllps
Q8TCU4	Centrosome/Spindle pole body	client	drllps
Q9NS56	PML nuclear body	client	drllps
Q9NS56	Centrosome/Spindle pole body	client	drllps
P13489	Stress granule	client	drllps
P29966	Centrosome/Spindle pole body	client	drllps
Q9NWW7	Others	client	drllps
Q8TET4	Nucleolus	client	drllps
Q8TBM8	Others	client	drllps
Q8N568	Nucleolus	client	drllps
Q8N568	Postsynaptic density	client	drllps
Q9NY65	Nucleolus	client	drllps
Q96J94	Chromatoid body	client	drllps
Q9UI43	Mitochondrial RNA granule	client	drllps
Q9NZT1	Stress granule	client	drllps
P07437	Nucleolus	client	drllps
Q4AC94	Stress granule	client	drllps
Q99417	Stress granule	client	drllps
O15182	Centrosome/Spindle pole body	client	drllps
O96013	Stress granule	client	drllps
P33176	Postsynaptic density	client	drllps
Q9H492	Stress granule	client	drllps
Q9H492	Postsynaptic density	client	drllps
Q9BVJ7	Centrosome/Spindle pole body	client	drllps
Q6NSI3	Paraspeckle	client	drllps
Q8TBK6	Others	client	drllps
Q86UE4	Postsynaptic density	client	drllps
Q9BQ39	Nucleolus	client	drllps
Q9BQ39	P-body	client	drllps
Q9BQ39	Stress granule	client	drllps
P30305	Centrosome/Spindle pole body	client	drllps
Q8IYM9	Cajal body	client	drllps
Q8IYM9	Centrosome/Spindle pole body	client	drllps
Q15424	Nuclear stress body	client	drllps
Q15424	Stress granule	client	drllps
Q53H80	PML nuclear body	client	drllps
Q14146	Nucleolus	client	drllps
P14859	OPT domain	client	drllps
Q15019	Nucleolus	client	drllps
Q15019	Postsynaptic density	client	drllps
Q92834	Centrosome/Spindle pole body	client	drllps
Q1W6H9	Centrosome/Spindle pole body	client	drllps
Q6IS14	Stress granule	client	drllps
O95863	Others	client	drllps
P30405	Nucleolus	client	drllps
P43004	PML nuclear body	client	drllps
P43004	Postsynaptic density	client	drllps
Q9Y2W2	Nucleolus	client	drllps
Q99963	Nucleolus	client	drllps
Q99963	Postsynaptic density	client	drllps
Q96PF2	Centrosome/Spindle pole body	client	drllps
P07947	Stress granule	client	drllps
P07947	Postsynaptic density	client	drllps
Q9NQW6	Nucleolus	client	drllps
Q8WXW3	Centrosome/Spindle pole body	client	drllps
Q9BQ89	Centrosome/Spindle pole body	client	drllps
Q92729	Stress granule	client	drllps
Q96JN8	Centrosome/Spindle pole body	client	drllps
Q9UHP7	Nucleolus	client	drllps
Q13153	Centrosome/Spindle pole body	client	drllps
Q13153	Postsynaptic density	client	drllps
Q8TEY7	Centrosome/Spindle pole body	client	drllps
O95819	Stress granule	client	drllps
Q8TCG1	Stress granule	client	drllps
P53667	Centrosome/Spindle pole body	client	drllps
P49810	Centrosome/Spindle pole body	client	drllps
Q9NQ66	Postsynaptic density	client	drllps
O43815	Nucleolus	client	drllps
Q9GZU8	Cajal body	client	drllps
O95793	P-body	client	drllps
O95793	Stress granule	client	drllps
O95793	Others	client	drllps
Q13509	Nucleolus	client	drllps
Q13509	Spindle apparatus	client	drllps
Q13509	Stress granule	client	drllps
Q96T37	P-body	client	drllps
Q96T37	Stress granule	client	drllps
Q99698	Stress granule	client	drllps
Q9Y4C4	Nucleolus	client	drllps
O60269	PML nuclear body	client	drllps
Q96CX3	Nucleolus	client	drllps
Q53EZ4	Centrosome/Spindle pole body	client	drllps
Q9ULM3	Stress granule	client	drllps
Q96FI4	Nucleolus	client	drllps
Q96FI4	Centrosome/Spindle pole body	client	drllps
Q9UBU9	Nuclear speckle	client	drllps
Q9UBU9	Stress granule	client	drllps
P0DPI2	Stress granule	client	drllps
Q3KR16	Centrosome/Spindle pole body	client	drllps
P17029	Others	client	drllps
Q6DKI1	Nucleolus	client	drllps
Q9P031	Nucleolus	client	drllps
P05412	Others	client	drllps
P07305	Nucleolus	client	drllps
P07305	Stress granule	client	drllps
Q9Y2U8	Stress granule	client	drllps
Q9NQT8	Stress granule	client	drllps
P57058	Centrosome/Spindle pole body	client	drllps
Q9H2X6	Nuclear speckle	client	drllps
Q9H2X6	PML nuclear body	client	drllps
O15217	Nucleolus	client	drllps
Q14315	Nucleolus	client	drllps
Q9BXS6	Nucleolus	client	drllps
Q9UJ98	Nucleolus	client	drllps
Q9BT25	Centrosome/Spindle pole body	client	drllps
Q8TAW3	Others	client	drllps
Q14151	P-body	client	drllps
Q14151	Stress granule	client	drllps
P58107	Stress granule	client	drllps
O75496	Centrosome/Spindle pole body	client	drllps
O76070	Centrosome/Spindle pole body	client	drllps
O95319	Stress granule	client	drllps
Q00577	Stress granule	client	drllps
Q00577	Postsynaptic density	client	drllps
O15066	Centrosome/Spindle pole body	client	drllps
Q9NQS7	Nucleolus	client	drllps
P07196	PML nuclear body	client	drllps
O75528	Others	client	drllps
Q5T7N2	P-body	client	drllps
Q5T7N2	Stress granule	client	drllps
O76095	Centrosome/Spindle pole body	client	drllps
Q9Y6Y0	Nuclear speckle	client	drllps
P37802	Stress granule	client	drllps
P37802	Postsynaptic density	client	drllps
Q13247	Nucleolus	client	drllps
Q13242	Nuclear stress body	client	drllps
Q13242	Stress granule	client	drllps
Q9UBW8	Centrosome/Spindle pole body	client	drllps
Q66PJ3	Nuclear speckle	client	drllps
Q66PJ3	Nucleolus	client	drllps
O14602	Nucleolus	client	drllps
Q9Y6K9	Centrosome/Spindle pole body	client	drllps
Q9Y6K9	Others	client	drllps
Q9BY41	Centrosome/Spindle pole body	client	drllps
P62140	Nucleolus	client	drllps
P62140	Postsynaptic density	client	drllps
Q9BZL1	Stress granule	client	drllps
Q96ST8	Centrosome/Spindle pole body	client	drllps
O00299	Nucleolus	client	drllps
P62699	Centrosome/Spindle pole body	client	drllps
Q9NYI0	Stress granule	client	drllps
Q9NYI0	Postsynaptic density	client	drllps
P68104	Nucleolus	client	drllps
P68104	Postsynaptic density	client	drllps
Q8TC76	Centrosome/Spindle pole body	client	drllps
P06239	Centrosome/Spindle pole body	client	drllps
O94806	Centrosome/Spindle pole body	client	drllps
Q96QV6	Nucleolus	client	drllps
Q5T2N8	Nucleolus	client	drllps
Q9ULD2	Centrosome/Spindle pole body	client	drllps
Q9ULD2	Spindle apparatus	client	drllps
P27348	Stress granule	client	drllps
P27348	Postsynaptic density	client	drllps
Q9H093	Nuclear speckle	client	drllps
Q2KHN1	Nuclear speckle	client	drllps
Q9BYV8	Centrosome/Spindle pole body	client	drllps
P40306	Nucleolus	client	drllps
P14866	Nucleolus	client	drllps
P14866	Sam68 nuclear body	client	drllps
P14866	Stress granule	client	drllps
O15213	Nucleolus	client	drllps
P12259	Nucleolus	client	drllps
Q9BRT6	Nucleolus	client	drllps
Q9GZN8	Stress granule	client	drllps
Q8NF91	P-body	client	drllps
Q8NF91	Stress granule	client	drllps
Q8NF91	Postsynaptic density	client	drllps
P10074	Others	client	drllps
P04264	Nucleolus	client	drllps
P26583	Nucleolus	client	drllps
P13645	Nucleolus	client	drllps
Q53R41	Mitochondrial RNA granule	client	drllps
Q75WM6	Nucleolus	client	drllps
Q8IYM1	Centrosome/Spindle pole body	client	drllps
P41134	Centrosome/Spindle pole body	client	drllps
Q7Z7J5	Others	client	drllps
Q12905	Nuclear speckle	client	drllps
Q12905	Nucleolus	client	drllps
Q12905	P-body	client	drllps
Q12905	Stress granule	client	drllps
Q9Y2B4	Others	client	drllps
Q5VZF2	P-body	client	drllps
Q5VZF2	Stress granule	client	drllps
O75817	Nucleolus	client	drllps
P15531	Nucleolus	client	drllps
Q9BV73	Nucleolus	client	drllps
Q9BV73	Centrosome/Spindle pole body	client	drllps
Q8WVM7	Nucleolus	client	drllps
Q9UM54	P-body	client	drllps
Q9UM54	Stress granule	client	drllps
Q9UM54	Postsynaptic density	client	drllps
P31150	Postsynaptic density	client	drllps
Q9NRM7	Centrosome/Spindle pole body	client	drllps
Q8IZU0	Nucleolus	client	drllps
Q05397	Centrosome/Spindle pole body	client	drllps
Q05397	Stress granule	client	drllps
Q05397	Postsynaptic density	client	drllps
P53671	Centrosome/Spindle pole body	client	drllps
Q6ZN18	PcG body	client	drllps
Q9H903	Nucleolus	client	drllps
O43474	Paraspeckle	client	drllps
A0A0A0MT08	Nucleolus	client	drllps
Q6PEW1	PML nuclear body	client	drllps
Q53EP0	P-body	client	drllps
Q53EP0	Stress granule	client	drllps
P28676	Stress granule	client	drllps
